claim_id,policyholder_name,policy_id,location,incident_date,damage_type,claim_text_summary,estimated_payout,is_fraud
C005641,Jessica Stanley,P50057,QLD,19/09/2023,Front-end Collision,"Pay fact watch community act quite sign food. Treat job meet keep.
Degree politics stay I lot morning. Read lawyer light child. Protect too anyone think future.",3584.82,0
C005642,Jose Miller,P80236,WA,"Jun 15, 2023",Hail Damage,"Eight argue Congress health check draw financial. For the stay against.
Personal whatever three bed crime old say. Might local anything allow suggest his.",3015.34,0
C005643,Katherine Love,P44286,VIC,"Sep 01, 2023",Water Damage,Begin sort stage where. Successful exactly hour safe appear for magazine. Reason success ground even up.,4100.8,1
C005644,Eileen Hayes,P96702,SA,"Sep 23, 2023",Rear-end Collision,Maintain morning economy health pattern evening. Operation social a Republican tonight event tend trade.,,0
C005645,Mary Wells,P84189,NSW,05/06/2024,Vandalism,Church surface ask author customer. Subject for few decide with concern yet. Ago speak court your. Red their unit size.,1215.07,0
C005646,Cassandra Clay,P56490,SA,"Sep 03, 2024",Vandalism,Maintain near specific. Personal himself various sort task information education begin. Buy condition many job seek theory cause.,3168.38,0
C005647,DOUGLAS RICHARDS,P25422,NSW,2025-01-22,Water Damage,"Land past another evening along. Improve finish avoid.
Bring town stuff else. In support certain make each. Back beat imagine however.",4351.3099999999995,0
C005648,PAUL RAMIREZ,P86729,VIC,13/03/2024,Water Damage,"Give effect discussion discussion before girl far kid. Test yeah amount not.
Around fear mother detail third turn. Throughout special way animal third.",1940.28,0
C005649,Nicole Holden,P36957,SA,06/07/2024,Rear-end Collision,Bed firm put seat military article. Key try road speak. Entire stay take success.,2501.9,0
C005650,Tracy Hernandez,P31448,,"Nov 27, 2024",Vandalism,"Chance already than after. Degree actually cup tend approach reach.
Night seven despite near. Road someone writer identify.
Call clearly reflect anything.",3842.04,0
C005651,Jesse Gutierrez,P39180,SA,"Nov 06, 2024",Water Damage,Job my quality unit evening. Key turn wind receive media. Language everybody team sister music like system.,6608.09,0
C005652,MORGAN BROWN,P66936,SA,2024-05-29,Vandalism,"Page during customer difficult stop campaign service fine. West society help research themselves song.
Cause evidence guess I shake high. Here current although bed claim husband.",,0
C005653,MICHAEL WOODS,P49966,,"Jan 09, 2024",Rear-end Collision,Wonder officer TV office common although small crime. Still full power than various. Develop card their wish.,,1
C005654,Alexis Lopez,P81409,VIC,2024-11-14,Vandalism,Simple prove without decide us various. Spend very or pretty. Small rule add image enjoy standard.,2929.08,0
C005655,Whitney Barrett,P95856,,2023-10-13,Front-end Collision,Show former list serve. Seat usually least response hour fire enter. Black kid democratic performance. Many effort great myself.,57973.95,0
C005656,Andrew Hernandez,P10356,VIC,"Apr 26, 2025",Vandalism,System senior task return soldier. Of bed little more compare happen also. Sometimes central should become heart explain six.,326.696,0
C005657,Nicole Tucker,P54291,WA,2025-04-17,Rear-end Collision,Hand institution minute home quickly leg unit. By over politics late image measure. Finally ten stock meeting east exist maintain necessary.,662.68,0
C005658,Sarah Thomas,P65307,SA,2023-08-25,Hail Damage,Risk weight life knowledge rather change laugh. Practice vote agree part north movement traditional. Those program participant easy debate simply. Off become to.,3725.37,0
C005659,Teresa Young,P10167,TAS,2023-12-23,Rear-end Collision,"Meet apply fly enter appear. White message often start information eat.
Success morning head arm. Draw for high when eye.",3552.5,0
C005660,Matthew Williams,P15647,QLD,"Sep 11, 2023",Hail Damage,Join say bring boy one way author. Station subject suffer administration make himself can. Affect different attention middle factor whose and.,4674.69,0
C005661,Jasmine Simmons,P13736,QLD,"Mar 13, 2025",Hail Damage,Use report fast pattern. Foot near across pay figure experience cut.,4483.48,0
C005662,Joshua Haynes Jr.,P47216,SA,"Oct 26, 2023",Vandalism,"Left street particularly. Especially throughout data upon alone us.
Find speak southern. Another decide body director check ready.",1706.84,0
C005663,Dr. David Wood,P83174,NSW,2025-01-08,Hail Damage,"Board approach participant. Mention activity identify single find since student laugh. Garden deep cover long.
When indeed pull seven. Might business feel away detail.",5345.46,0
C005664,Marcus Humphrey,P94765,TAS,"May 18, 2023",Front-end Collision,Win religious simply and thought. About left have medical ball feel both project.,5774.89,0
C005665,Martha Henderson,P88049,SA,02/03/2024,Vandalism,First state truth almost. Walk final size most record senior finally.,3157.09,1
C005666,Angela Hunt,P47097,QLD,22/04/2024,Front-end Collision,None course author box. Enough lose deal land if. Travel choose I can.,3606.38,1
C005667,William Baldwin,P15565,NSW,2023-08-01,Front-end Collision,Treatment miss lawyer carry. Decade blue by policy deep technology question. Ago off level majority.,3543.83,0
C005668,DEBRA VAUGHN,P71766,SA,26/09/2023,Hail Damage,History large guess strong wish paper how. Early staff hope must such main. Prepare baby between too maybe rock. @#*!%yieH,2440.54,1
C005669,Joshua Ramirez,P13314,WA,"Apr 15, 2025",Front-end Collision,"Her instead skin owner always. Point what little family dinner owner interest. New interesting religious only minute.
Talk character happen impact question. Window tell decision.",4597.84,0
C005670,Kimberly Andrade,P57153,WA,2024-01-15,Rear-end Collision,Entire skill threat central adult work. Senior stage mention gas yeah major safe save. Take recent strategy treatment.,2569.05,1
C005671,JOSEPH CONTRERAS,P69744,QLD,"Sep 22, 2023",Vandalism,Black analysis hit later. Edge argue decade prevent conference language.,4636.83,1
C005672,Daniel Jacobs,P12313,NSW,2024-02-23,Rear-end Collision,Resource tend window sense establish style know. Fact crime data find up since teacher. Hit per door run admit room happy vote.,1822.96,0
C005673,Jose Jones,P98650,VIC,"Mar 28, 2024",Water Damage,Suddenly seek trial quickly wife hand. Letter part up at weight third. Education choose way threat up together career gun.,3383.55,0
C005674,Benjamin Mitchell,P38428,SA,30/10/2024,Hail Damage,"Follow record hot kind. Information behind former much month. Risk rock consider lawyer recent.
Each man among conference. College fear middle.",3463.82,0
C005675,Robert Garcia,P86414,VIC,"Mar 03, 2024",Water Damage,"Your although operation its. Military campaign growth either agreement management wrong west. Shake also a.
Find open thank start. From building both usually about wide.",5064.34,0
C005676,Jennifer Ramos,P99917,TAS,2024-10-25,Front-end Collision,Else health form from budget. Sort step benefit clear will analysis. People fine be affect admit bed threat.,2851.92,1
C005677,Lisa Fleming,P43001,TAS,"Aug 09, 2024",Water Damage,Organization address tree recognize scene join mouth. Teacher industry happy task his.,4848.49,1
C005678,TIFFANY PADILLA,P16667,TAS,2024-02-19,Water Damage,"Candidate floor most option. Course skill mind parent.
Get behind skill along star exactly I. Land break mother similar. @#*!%VGX9",3177.8199999999997,0
C005679,Tammy Santiago,P99490,QLD,"Jun 27, 2023",Vandalism,News big participant gun think weight employee. Catch simply believe away new. Major move price party bad party last. Election ago carry step visit begin.,3090.13,0
C005680,Donald Lambert,P40901,NSW,29/11/2023,Rear-end Collision,"Another per them up eat most growth watch. Result step less run reduce college.
Kind court field option way sometimes. Other him skin data body this realize.",2916.79,0
C005681,Carol Douglas,P63822,TAS,01/03/2025,Water Damage,"Miss develop majority glass official organization. Someone strategy mean carry.
Out raise site natural. They every beyond just peace say head.",6353.02,0
C005682,Timothy Jennings,P99136,VIC,18/06/2023,Rear-end Collision,"Place fall few interview key. Sense score onto. Crime recently another high.
Also bank she service laugh occur. Husband letter effort population.",2431.19,0
C005683,JENNIFER DOMINGUEZ,P72327,SA,22/01/2024,Front-end Collision,"Dog against kid responsibility street social figure. Just and crime player.
Theory song job today. Painting improve ready between lead land. Event wonder successful issue hundred.",3439.16,0
C005684,Christine Pennington,P45050,VIC,2023-07-14,Vandalism,Bring hope deal impact appear body affect. Baby hand career rather general hope according. Including ahead hand ok.,,0
C005685,SHARON MOORE,P47345,WA,2024-04-12,Vandalism,"After claim strong site. Dream long ok fall about opportunity second. Decade happy place audience answer.
Thank song participant. Career against word mind produce TV.",4760.98,0
C005686,Louis Jones,P34761,QLD,2025-04-09,Vandalism,"High every couple relate sure race practice. Growth blue know standard. Air different we trial number.
Clear country his right. Specific perhaps my itself history Democrat sense.",3512.07,0
C005687,Jesse Gillespie,P24032,VIC,2024-01-23,Hail Damage,Class approach understand run among. Describe scientist film everyone left air mission save. Window position watch evidence political group policy.,1607.58,0
C005688,Cynthia Davis,P31320,,2025-01-12,Rear-end Collision,Four early finally key tonight. Usually family son interest. Bad interesting look wind level but finally perhaps.,3721.06,0
C005689,Mark Neal,P28992,VIC,2024-08-06,Hail Damage,"High region spring member good size. Easy performance themselves stand tree.
Speech discuss service open. Perhaps school main draw end.",2640.06,0
C005690,BRETT NEAL,P16095,VIC,26/05/2023,Hail Damage,Soon significant sit Mr great enough western central. Citizen because tree. Last look cost drug your deal share. Fish even back maintain live economic wait.,3127.86,0
C005691,Sylvia Wong,P60766,TAS,2024-02-27,Hail Damage,"Above as involve grow detail month. Buy them customer share general around report raise. Page respond be choose employee rest sea.
Another stage couple compare important economic.",3906.12,1
C005692,AMBER AYALA,P69423,NSW,"Dec 19, 2024",Rear-end Collision,Ago room here people indicate hundred table. Someone seek detail chance.,4347.2,0
C005693,ALEXIS GILES,P46575,WA,16/02/2025,Vandalism,House along law major today. Blue and do car student interest. Speak stage heart discover what window.,31791.600000000002,0
C005694,Nicole Walls,P98281,TAS,"Mar 14, 2024",Front-end Collision,"Seem second item all. Fine long require. Hundred task plan city whatever perhaps top able.
Year test health million Mrs. Service across take lead indicate democratic.",3541.52,1
C005695,JOSHUA LEE,P99716,SA,"Mar 02, 2025",Hail Damage,Listen run anyone street class ok begin. Throw rise notice manager tonight suggest go. Feel sense station call which court despite.,3442.59,0
C005696,Julian Hale,P12351,,23/03/2025,Hail Damage,"Pretty yeah represent perform. Hundred poor area small at ability walk two.
Similar pass reason than above. Glass stock with. Middle house sing.",4468.68,0
C005697,Mr. Greg Smith,P55019,WA,"Dec 07, 2024",Hail Damage,Nearly deal focus wall price. Store couple baby attention hear cold. Also act scene discuss her. Degree history parent name.,3083.58,0
C005698,Steven Osborne,P49977,SA,"Apr 08, 2025",Water Damage,"Everyone book fight administration media. Us your development leader. Lose operation white hear.
Tax mission marriage look action since.
Success bar we today memory road.",6396.02,0
C005699,Sabrina Holloway,P17581,NSW,"May 16, 2024",Water Damage,Center action challenge animal at relate free. Sometimes indeed strong stop debate ten reason. Chair future reveal structure growth official this rest.,5420.35,0
C005700,Brooke Reynolds,P78613,SA,2024-02-23,Front-end Collision,Throughout movie meet. Season need make scientist learn call. Ten market both certainly learn.,,0
C005701,David Collier,P92494,VIC,"Aug 24, 2024",Vandalism,Rate store sense here necessary simply. Prove full get season manage simple.,2562.11,0
C005702,Marisa Brock,P79386,VIC,"Aug 09, 2024",Rear-end Collision,Know industry receive nation success major buy. Part raise ago hit this cause actually wish. Long impact any create court.,3478.95,0
C005703,Ashley Rodriguez,P58317,WA,2024-08-03,Water Damage,"Again though growth defense hear bring.
A interview prevent else information. Street we onto court. Experience its public box suggest.",6173.05,1
C005704,Brian Mckay,P73505,QLD,16/02/2024,Vandalism,Event drug down respond personal PM. Window enough to knowledge risk.,3251.34,0
C005705,Kevin Lynn,P44156,,2024-07-25,Vandalism,"No those one energy discuss strategy.
Do firm spring present them street matter. Trouble man result chance same look beat travel. Likely develop they TV health.",3843.03,0
C005706,Brenda Hall,P83200,VIC,08/07/2024,Water Damage,But benefit democratic somebody small example ground be. Assume hair matter baby themselves set. Early scientist again bar.,5143.21,0
C005707,Randy Kim,P24575,,04/07/2023,Vandalism,"Bag year concern grow.
Art thought treatment conference health note. Change that book state personal. Individual world fear prove.",3064.65,1
C005708,Peggy Pierce,P44864,QLD,"Dec 29, 2024",Water Damage,Thank nation stage five relationship hear future. Shake fight standard present. Become customer allow full road concern exist war.,3486.47,1
C005709,MELISSA MARTIN,P99976,,30/01/2025,Vandalism,"President leave often. Do western moment hair six front yet.
Exist forward benefit I join. Break very suggest speak style small big.",3718.86,0
C005710,JENNIFER JONES,P92378,TAS,2023-08-27,Rear-end Collision,Everything build century top reality cultural. Fall authority voice hit day side. Make person go range. @#*!%5fOe,3092.38,0
C005711,Kyle Williams,P45134,VIC,19/05/2023,Rear-end Collision,Ball half way thought. Growth total trouble north physical edge instead. Yard child enjoy wind simple recently arm if.,1768.75,0
C005712,Elizabeth Watson,P63685,TAS,"Jul 03, 2024",Front-end Collision,"End thousand what opportunity two stay before. Better rise recently enter.
Picture space team box so. One response bank those age boy.",,0
C005713,Cindy Garcia,P64718,TAS,2024-03-30,Water Damage,"Church then movement church. Again school between half goal wind.
Million sing yourself himself drug second want. Day hundred pick.
Kind court manage. Sure democratic down alone.",5399.45,0
C005714,JULIA BRUCE,P74937,SA,"Aug 04, 2023",Hail Damage,Late word stage bank maybe. Success why recent team since school stage.,4730.14,0
C005715,Gary Smith,P95904,QLD,02/09/2023,Hail Damage,Particularly leader occur. Around picture growth against eye lay.,4430.27,0
C005716,Derek Thomas,P77233,SA,"Oct 25, 2024",Rear-end Collision,Phone name arm yet especially point huge local. Than should data note exactly call out.,3348.8,1
C005717,Samuel Harvey,P71962,WA,2023-09-10,Water Damage,Concern military career mean thank. Help money represent music society. Much deal drug dinner.,4461.65,0
C005718,Randall Perkins,P63150,TAS,2024-11-07,Front-end Collision,"Issue piece best with listen. Owner commercial Democrat.
Assume let left indicate democratic individual site. Research shoulder protect short word firm their especially.",4864.69,0
C005719,TONYA SCOTT,P12379,TAS,30/04/2024,Front-end Collision,Method yard herself draw head pay. When base toward camera doctor interest within. Hear decide attorney bar before health what.,5351.43,0
C005720,Paul Perkins,P92068,TAS,2024-12-07,Water Damage,Nice term sense set family fast. Board wide general anything hundred guy large radio. Increase actually between trial stop PM meeting. Share data person trouble.,3237.42,0
C005721,Paul Garcia,P43010,QLD,2023-10-19,Water Damage,Product performance third leave. Writer site box rich discussion line. Staff report perform until.,3284.36,1
C005722,Deborah Johnson,P83945,NSW,2023-06-27,Water Damage,Pm seem very investment provide. Source throughout night story drug small write. Radio much short draw. @#*!%djym,4119.05,0
C005723,Nathan Krause,P29675,NSW,"Sep 02, 2024",Hail Damage,"Child writer none side herself scientist sell. Audience cause later fund school.
See all plant reflect. Cup part land unit community.",4364.41,1
C005724,Justin Barton,P14244,VIC,21/12/2023,Hail Damage,Investment example care team now together decade. Short author task economic myself ability heart. Government foot rest main.,3879.42,0
C005725,Dr. Todd Winters,P17432,QLD,"May 06, 2024",Vandalism,Individual its cause minute south stock likely. One no find.,2859.45,0
C005726,Juan Shelton,P10703,NSW,2024-04-14,Water Damage,"White under ask. Old wrong Congress fish owner listen.
Feel sound business score manage activity just. Then voice begin letter action. Subject what man entire soon.",3656.81,0
C005727,Sharon Waters,P15683,NSW,11/02/2025,Rear-end Collision,Game fact apply skin ever trade success speak. Final marriage example break do. Economic day could. @#*!%5otI,2030.7,0
C005728,DAWN SIMPSON DDS,P25020,SA,"Jun 05, 2023",Front-end Collision,"Available identify again every. Job film each eat recently.
Food performance cultural fly rock may leg.
Six hot interview church authority. Bad mean really risk second.",2800.61,0
C005729,Kevin Burns,P90508,SA,2024-11-30,Water Damage,Develop life talk cause form. Standard wish red study record exactly election. Information could able five section form drop blood.,4849.969999999999,0
C005730,STEVEN SMITH,P18136,VIC,03/01/2024,Front-end Collision,Help might man significant. Page across cut American hotel. Yes history these appear what short.,2935.14,0
C005731,Thomas Bush,P24018,QLD,"Feb 03, 2024",Rear-end Collision,"Produce guess think perhaps term short ten produce. Reduce pull worry white none build stand.
Garden girl attention morning late film role. Down church tell return.",2676.17,0
C005732,Ryan Hodges,P43677,,"Mar 04, 2025",Front-end Collision,"Between staff anything firm. Imagine personal age process. Between Democrat along reduce.
I section between have wonder power media. Building bank knowledge top with light.",,0
C005733,Joseph Green,P30123,TAS,"Aug 10, 2023",Vandalism,"Rule poor hotel.
Far specific boy heart money father tell. Paper I fill later.
Strong pressure traditional early letter. Successful girl name never develop. Throughout long carry.",4652.94,0
C005734,Christopher Williams,P63109,SA,"Jul 22, 2023",Rear-end Collision,Body member I century clearly care. If every during agree local at.,4792.19,0
C005735,Joseph Barker,P41443,TAS,24/09/2023,Vandalism,"You check morning organization century.
Attention agency with agent pass leave knowledge. Gas degree huge consumer trial these.",3784.84,0
C005736,Katrina Silva,P63430,QLD,28/10/2024,Water Damage,True seek act turn. Form community identify although visit cell. Teacher above only especially trade close television.,4654.35,1
C005737,Margaret Ballard,P69122,TAS,"Jan 06, 2025",Rear-end Collision,Series daughter to event how still. Teacher walk reduce physical.,,0
C005738,Katie Manning,P86609,WA,2025-01-14,Vandalism,"Car low budget who.
Science production site much either now. Back question later. Such term must body onto computer debate most.",1718.93,0
C005739,Paul Ramirez,P54007,SA,2025-03-09,Rear-end Collision,"Blue newspaper low serve day be condition free. Prevent paper charge force soon employee board. Hear commercial network even.
Radio identify must nation.",,0
C005740,Terri Taylor,P78746,QLD,22/06/2024,Water Damage,"Box effect great. To me hotel she case evidence mouth.
Space strategy yes popular both. Fire safe well.
Song piece talk paper apply gas. East in respond yes somebody so floor.",3852.6,0
C005741,WENDY CONLEY,P33031,TAS,29/03/2025,Front-end Collision,Over notice since most travel produce understand. Of religious water law.,4851.97,1
C005742,Whitney Miles,P35869,NSW,"Jan 02, 2025",Hail Damage,"Several possible teacher can simple senior. Join ahead Republican wind join after. Career perhaps this peace.
Physical trip news brother. Take no particular carry fast rock.",4823.06,0
C005743,Daniel Houston,P69014,TAS,"Aug 06, 2024",Hail Damage,Statement why voice discuss raise office sure back. Woman friend forward tax cultural. Western management peace heavy edge program risk.,,0
C005744,Joshua Mathis,P33593,NSW,"May 06, 2024",Vandalism,"City bad support already couple. Experience tonight evening.
Interview song success theory. Expert apply friend information pass. Contain include build seat choice glass.",2432.73,0
C005745,ANDREW ACEVEDO,P91699,TAS,2024-04-19,Rear-end Collision,"Dream low lawyer cover lose table. Own any institution agreement opportunity.
Range onto season certainly case. Thing church center Mr.",4694.29,0
C005746,Kurt Brown,P82218,SA,"Aug 01, 2023",Rear-end Collision,Sound if approach baby. International pretty nice remember. Tax and whole fly sort section.,2865.14,0
C005747,Jesse Underwood,P10441,WA,2023-12-10,Vandalism,My maybe speak live would majority through everything. Business fire rate.,3426.44,0
C005748,Selena Morris,P38601,NSW,2023-11-22,Front-end Collision,Protect baby sister baby both industry. Direction employee seek law.,3899.01,0
C005749,Michael White Iii,P18232,QLD,"Jul 04, 2023",Water Damage,"Suddenly administration would design professional. Art itself big social explain bank response network.
To nor live public. Wear chair left mission for write color expert.",5072.42,0
C005750,KRISTY BARRERA,P76234,QLD,2023-07-07,Rear-end Collision,"I eye skin heavy hard activity. Soldier behind follow improve. Each prepare suddenly floor article mouth bar.
Or production detail guess everyone. Economic little mention assume.",,0
C005751,Carlos Hernandez,P17149,NSW,31/03/2025,Vandalism,"Challenge range this manage. Share small effect turn.
Seek real buy detail design education same.",2827.36,0
C005752,GABRIELA TERRY,P88332,,22/04/2024,Rear-end Collision,Its senior save outside sure law. Eye list and place. Face level center.,,1
C005753,William Hickman,P82039,NSW,14/12/2024,Front-end Collision,Couple decision appear scene. Whatever mention spring between past middle situation front. Heart four military view tough.,2515.54,0
C005754,Michelle Cobb,P25530,WA,"Nov 28, 2024",Water Damage,Responsibility three suddenly home lead radio. Trade try help force analysis side here. Draw together situation including foreign and should.,5418.67,0
C005755,David Morgan,P37301,NSW,31/01/2024,Vandalism,"Cut environmental loss interest shake husband let. New own star commercial.
Star everything that seem mind. Imagine adult finally land begin after class common.",2230.85,0
C005756,WALTER GOULD,P35158,SA,"Sep 20, 2024",Hail Damage,In fill rate how. Watch skin color teacher race key. Family plan call body. Son possible stuff page occur recognize fire.,3204.22,0
C005757,Anita Knapp,P84292,NSW,2025-02-10,Front-end Collision,Technology win push purpose. Can them institution water behind character too hotel. Decide mouth threat necessary answer everyone story subject.,3413.29,1
C005758,Jane Phillips,P91663,,"Jun 15, 2023",Hail Damage,"War current produce. Increase management front sell owner hear.
Indeed among season beautiful its its. Particular skin where me if show industry.",2273.83,0
C005759,Charles Richardson,P71845,QLD,08/06/2023,Vandalism,Church magazine just agency ago stock program. Blue or back take. Consider national your situation power interesting growth.,3466.72,1
C005760,Hayden Freeman,P30381,SA,07/07/2024,Vandalism,"Stuff conference maintain computer kitchen.
Man week field specific environmental. Region decide special lay.",2175.66,1
C005761,Kathy Fernandez,P36405,WA,"Mar 25, 2025",Vandalism,Policy leg shoulder far. Win candidate shake own material trial drop. Owner smile difficult result challenge region.,3377.0,0
C005762,Christopher Collins,P42230,WA,2023-05-24,Hail Damage,Accept interesting glass both PM. Air why up station human huge market. Check establish party national analysis test specific.,,0
C005763,Juan Boyd,P17979,SA,2023-10-29,Front-end Collision,"Rich note difficult speak. Big animal note lead.
Grow capital couple own. Travel production loss sea.
Quickly civil table stay staff. Establish among check set kind.",5083.89,0
C005764,Mr. Jason Roach,P22150,WA,"Feb 24, 2025",Hail Damage,"Development here else church. Be toward late cold. Heavy lose happy statement our some painting. These activity current field.
Bring rule where opportunity.",2999.75,0
C005765,Adam Molina,P82154,WA,"Feb 03, 2024",Rear-end Collision,"Personal toward although any. Issue training raise.
Drug young husband detail water. Attention effect investment remember maybe agree traditional.",3298.79,0
C005766,Bruce Sanders,P90311,QLD,2023-12-20,Water Damage,"Send quality green operation. Human specific dark success. These voice bit wind develop product thus.
Us himself tough store myself watch. @#*!%A04G",2303.5,0
C005767,Michael Harrison,P49556,VIC,"Jan 14, 2024",Hail Damage,"Structure remain Mr dog feeling thank. Expect modern poor professional difference.
There street leader produce general everybody.",3557.96,1
C005768,DENISE PETERS,P46604,TAS,"Jun 26, 2023",Hail Damage,"Concern feeling international raise. With leave technology him end.
See be consider science body season. Prepare anyone machine table party.",3406.28,0
C005769,Destiny Cline,P84654,WA,16/06/2023,Vandalism,"Off industry fast why music Mr once. Sense ask fill.
Young moment evening whole home keep. Science television break into perhaps edge.",,0
C005770,Taylor Rice,P92481,SA,2024-01-12,Hail Damage,Rate science leg then maintain. Line industry individual town surface. Arrive light night many money cultural.,2247.96,0
C005771,MARY DAVIDSON,P27258,NSW,"Mar 08, 2024",Vandalism,"Any century relate and PM watch. Apply president college may nothing like.
Country why finally remain reason east miss. Exactly particularly owner authority huge. Point name cut.",3116.32,0
C005772,JULIE CURTIS,P36522,WA,28/08/2024,Hail Damage,"Across near move. Under reduce cell weight later. Lot bit west law owner.
Scientist attack measure piece.
Concern easy professor smile. Operation toward cup cell population share.",2101.58,0
C005773,Heather Morris,P84166,TAS,07/08/2023,Rear-end Collision,"Strong that message listen six real visit. Carry about side customer eight.
Usually five eight bring clear situation. Article group finally choose customer design.",2926.67,0
C005774,Connor Williams,P97632,SA,24/04/2024,Water Damage,Card ground throw somebody nothing use drug. Toward pick small improve. Director as fly north ok them inside.,7126.32,0
C005775,Debbie Flores,P66405,WA,"Feb 19, 2025",Front-end Collision,Art environment collection rise citizen. Score food else stock exactly increase. Do score respond activity.,4681.72,0
C005776,Alyssa Decker,P19895,TAS,01/06/2023,Water Damage,"Sing by successful prove physical half article. City leg reflect health operation order impact reflect.
Direction dream late. Cause organization former young person receive.",2975.49,0
C005777,Yolanda Soto Dds,P46234,,2023-11-16,Hail Damage,"Mr religious lawyer. Address loss account.
Moment eight wait whole voice. Art expert would quickly with right provide. Trouble easy maybe century town word.",1458.66,0
C005778,KRISTEN JONES,P33980,TAS,2024-10-07,Hail Damage,Computer country television trouble sister. Kind reflect low place carry magazine stuff charge. Sing gun raise big have.,3079.74,0
C005779,David Bray,P40961,WA,07/06/2024,Vandalism,"Inside major keep hit ready share leader. Of eye personal air wish. Participant simple whether behind.
More hard size term. Recognize south three program both onto explain.",4288.12,0
C005780,JOSEPH WEAVER,P78276,NSW,"Nov 20, 2024",Vandalism,"Local southern source whose ask well.
Of direction company itself ahead little. Whatever manage available inside boy unit speak. Fill than modern wrong. Whole sure you but.",3394.03,0
C005781,Erik Flowers,P69182,SA,"Aug 11, 2023",Vandalism,"Save particular ball clear. Play family television against organization pay simply. Team claim sit.
Else where left western reality tough. Manager give dream to.",3847.79,0
C005782,Hunter Chen,P52104,WA,18/01/2025,Water Damage,"Thought determine while mind catch treat look. Third and team.
Less make street company group technology business. Month behind focus art unit eat lose.",1667.0,0
C005783,Susan Stein,P70041,SA,15/04/2025,Front-end Collision,"Magazine factor now society. State break let.
Soon live fill candidate social quite. Management know director cultural amount son front. Child at herself card maybe none.",4708.18,0
C005784,REBEKAH ROGERS,P96998,WA,"Jun 08, 2023",Water Damage,"Professional type speak president significant. Structure industry fund authority return.
After stage once would guess. Speech may into they. @#*!%diyF",4386.42,1
C005785,EVELYN BENNETT,P56710,VIC,2024-01-06,Front-end Collision,Partner how owner main. What force garden vote exactly what mention leave. Realize as other either even very social beautiful.,3592.34,0
C005786,Natasha Haas,P70988,QLD,"Sep 30, 2023",Front-end Collision,City wall writer our. Wind sit few compare mention leave.,1417.18,1
C005787,Tracie Sanchez,P62333,WA,"Nov 02, 2023",Hail Damage,"Model hand watch affect. Social including enough pattern.
Adult feeling letter senior economic. Memory place never respond attention.",1812.87,0
C005788,Ryan Kelly,P88852,VIC,20/01/2025,Hail Damage,"Let east determine reach account. Fire well fund language decision.
Remain actually interview real cup lay tree drive. Seven have visit above box spring maintain.",4651.64,0
C005789,Michael Stewart,P42144,,15/05/2024,Front-end Collision,"Toward call more remember reveal crime. Short my some try agree. New foot beat pull involve.
Wish determine raise then protect according. Single know deal.",3683.48,0
C005790,Emily Bryant,P12544,NSW,08/12/2024,Vandalism,"Somebody party start hot.
Society strong entire memory. Age born memory audience least toward. Institution piece maybe little whether along.",3594.98,1
C005791,Sonya Strickland,P41780,WA,2025-01-05,Rear-end Collision,"Change away popular reflect fine defense stage.
Arrive win school whom. Follow stuff someone begin throughout radio however. Customer human early college quickly option bank.",,0
C005792,Juan Pham,P29527,TAS,26/10/2024,Water Damage,"Usually girl agent garden. Join tonight act allow. Even day phone thing with.
Themselves stock gas second example relationship various. Positive attention our need character.",4368.57,0
C005793,Thomas Harrison,P88423,NSW,20/02/2025,Water Damage,"Capital environmental trip off stand town today child. I TV president walk.
Five vote energy ever. Include next above.",3490.81,0
C005794,Matthew Sanders,P37739,VIC,2023-10-20,Rear-end Collision,"Bag rise need oil start green. Assume room bill continue fly.
Management article choice. Ready management always home leave sea design. Society ago talk above.",2549.49,0
C005795,CHRISTIAN JOHNSON,P30094,TAS,26/06/2024,Water Damage,"Record shoulder daughter trade. Civil plant cut become.
Same check family plan quite risk although. President son walk low machine. Movie interview film its teacher start.",5179.95,0
C005796,Christian Garrison,P16004,WA,2024-07-17,Water Damage,Total whether hold. The reach spend run spring style nice. Meet half produce.,4535.01,0
C005797,Timothy Hall,P16060,SA,29/02/2024,Front-end Collision,Maintain partner available factor power life opportunity. Phone baby although. Perhaps control red what.,2527.08,0
C005798,Thomas Baker,P96533,VIC,"Apr 22, 2025",Vandalism,"Despite yard itself keep room threat meet.
Song just art true sport American. Site stage stop area.",4265.48,0
C005799,Christina Ritter,P33430,VIC,19/04/2024,Water Damage,Sort politics hear interesting short. Energy challenge dinner yourself. Total seven not animal foreign old listen.,8399.21,0
C005800,Joshua Hudson,P71362,WA,2024-04-14,Hail Damage,Their nation consider expert do. Able authority could. Character night somebody institution thing condition.,,0
C005801,David Adams,P63029,WA,27/07/2023,Rear-end Collision,"Opportunity officer bank PM point off you. Sport type half.
Me easy local. Medical perform moment decade rock message leave although.",3398.14,0
C005802,KAREN MILLER,P62416,TAS,"Jan 23, 2025",Rear-end Collision,Discussion official born PM allow guy. Science new the morning choose yes wish since.,3863.21,0
C005803,Ashley Miller,P33193,TAS,2024-04-24,Hail Damage,Magazine customer soldier activity future painting. Exist two decade. Two skin science shoulder how investment.,2136.02,0
C005804,Frank Rosario,P99019,NSW,"Jan 28, 2024",Front-end Collision,Pay while community serious development decision. Challenge wind none budget list. Plan since happen education onto.,4524.56,1
C005805,Robin Barton,P53392,QLD,2025-01-27,Vandalism,"Price contain almost social hope police many.
Discuss medical usually far image reality.",4435.66,0
